finding,ICD10_code,PFx,Word Count ,PFx_ICD10_Code,_0_agent_icd10_codes,_0_icd10_matches,_0_pfx_icd10_matches,_0_flesch,accuracy_agent_icd10,accuracy_pfx_icd10,accuracy,readability_difference,overall_score,ICD10_trimmed,pfx_trimmed ,relaxed_pfx_accuracy,agent_trimmed,relaxed_agent_accuracy,relaxed_accuracy,relaxed_overall_score
Mandibular Fracture,S02.609A,"A mandibular fracture, also known as a broken jaw, means that one of the bones in your lower jaw has cracked or broken. The mandible is the large bone that forms the lower part of your face and holds your lower teeth in place. Just like when a stick breaks, a strong force is usually needed to cause this fracture. This can happen from accidents like falling or being hit. Because the jaw is important for chewing and speaking, it can cause pain and make it difficult to eat or talk. The good news is that doctors can help fix it.",101,S02.6XXA,S02.6,FALSE,FALSE,88.26,0,0,0,3.26,0.04694835681,S02,S02,1,S02,1,1,1.646948357
Odontogenic Cyst,K09.0,"An odontogenic cyst is like a small bubble that can grow in your jaw. It is soft and filled with fluid, but it doesn't usually cause any pain. This type of cyst starts because of changes with a tooth, and the dentist wants to keep an eye on it. While the word 'cyst' might sound worrying, they are often very harmless. However, we keep watching them to make sure they don't grow too big. Your dentist will help make sure it stays small, like checking on a balloon to make sure it does not expand too much.",97,K09.0,K09.0,TRUE,TRUE,88.87,1,1,1,3.87,1.641067762,K09,K09,1,K09,1,1,1.641067762
Ameloblastoma,D16.5,"Ameloblastoma is a tiny bump in your jaw, like a small pebble hidden there. It's not dangerous right away and doesn't usually hurt. It starts where your teeth grow from in the jaw. Imagine it like a pearl that forms slowly. It is not a pearl, but just like how things can develop over time without you noticing, this bump can grow. It’s important to keep an eye on it so it doesn’t get bigger. Even though it was a surprise to find, it can be managed with doctor’s help.",90,D16.5,D16.5,TRUE,TRUE,92.22,1,1,1,7.22,1.6243309,D16,D16,1,D16,1,1,1.6243309
Deviated Nasal Septum,J34.2,"Inside your nose, there is a thin wall called a septum. This wall separates your right and left nostrils. Sometimes, the septum is not straight and is off to one side. This is called a deviated septum. It's like a bent stick that makes one side of your nose tighter than the other. Many people with a deviated septum have no problems. But some might have trouble breathing or get nosebleeds. It can also lead to sinus infections. If these issues happen, it is good to tell an adult.",89,J34.2,J34.2,TRUE,TRUE,86.81,1,1,1,1.81,1.671174377,J34,J34,1,J34,1,1,1.671174377
Nasal Cavity Mass,R22.0,"A nasal cavity mass means there is a lump or bump inside your nose. Think of it like a little hill where your nose should be flat and open. This bump can be made of different types of cells. Sometimes, the mass doesn't cause any trouble, but other times, it might block your nose and make it hard to breathe. Doctors need to do more tests to find out what kind of mass it is. Knowing about the mass helps in making sure you get the right care for it.",90,J34.89,J34.89,FALSE,FALSE,98.55,0,0,0,13.55,0.01374570447,R22,J34,0,J34,0,0,0.01374570447
Turbinate Hypertrophy,J34.3,"Turbinate hypertrophy is when the small bones inside your nose, called turbinates, grow too big. These bones help you breathe by cleaning and warming the air. But if they get too big, you might feel like your nose is clogged or stuffy. Imagine them like little speed bumps in your nose. If they are too high, it's hard for the air to pass through. It can be like when toys are scattered on the floor and you can't walk easily. Learning more about this can help find ways to make breathing easier.",92,J34.3,J34.3,TRUE,TRUE,92.02,1,1,1,7.02,1.624937656,J34,J34,1,J34,1,1,1.624937656
Cervical Lymphadenopathy,R59.0,"Cervical lymphadenopathy means that the lymph nodes in your neck are swollen. Lymph nodes are like tiny bean-shaped guards that help fight off germs. Sometimes if you have a cold or infection, these nodes may get bigger because they're working hard to fight it. This is called swelling. Most of the time, it's not serious and will go away on its own. It can happen if you have a cold, a sore throat, or a small cut. To help your body stay strong, remember to wash your hands and stay clean.",91,R59.0,R59.0,TRUE,TRUE,92.12,1,1,1,7.12,1.624630542,R59,R59,1,R59,1,1,1.624630542
Branchial Cleft Cyst,Q18.2,"A branchial cleft cyst is like finding a surprise pocket in your favorite jacket. It is a small, soft lump on the side of your neck or near your collarbone. These cysts form before babies are born and are usually filled with fluid. They are not harmful or painful for most people. Many people might only find out they have one during a check-up or a scan for something else. It's like a tiny extra space that doesn't usually cause any trouble. You might say it’s just along for the ride.",91,Q18.2,Q18.0,FALSE,TRUE,83.66,0,1,0.5,1.34,0.8854700855,Q18,Q18,1,Q18,1,1,1.685470085
Branchial Cleft Cyst,Q18.0,"Think of a little balloon under the skin on the side of your neck. That's what a branchial cleft cyst is like. When a baby is forming inside the mother, sometimes tiny bits of tissue do not go away as expected. These bits can change into small cysts or sacs. They are usually filled with air or liquid. Most of the time, these cysts are harmless, like a little bubble. But sometimes, they can swell up or get sore. It's not harmful, but it's a good idea to know it's there.",91,Q18.0,Q18.0,TRUE,TRUE,93.74,1,1,1,8.74,1.620533881,Q18,Q18,1,Q18,1,1,1.620533881
Thyroglossal Duct Cyst,Q89.2,"A thyroglossal duct cyst is a small, round lump you might find in the middle of your neck. It forms because a passageway, called the thyroglossal duct, didn't disappear as it should have before you were born. This duct helps guide the thyroid gland to its proper place during the early stages of your development. Usually, a thyroglossal duct cyst isn't a problem unless it becomes swollen or infected. If you notice changes in the cyst or it starts to bother you, it might need special care from a healthcare provider.",91,Q89.2,Q89.2,TRUE,TRUE,69.92,1,1,1,15.08,1.612437811,Q89,Q89,1,Q89,1,1,1.612437811
Cyst of Oral Mucosa,K09.8,"A cyst of the oral mucosa is a tiny, harmless bubble in your mouth. It is usually filled with clear fluid and is quite small. These bubbles happen when a small saliva gland gets blocked. This causes saliva to get trapped. Usually, these cysts don't hurt, and you may not even feel them. They often go away by themselves. To keep your mouth healthy, brush your teeth well and drink lots of water. Remember, these cysts are not usually a reason to worry.",83,K09.8,K11.6,FALSE,TRUE,86.3,0,1,0.5,1.3,0.8869565217,K09,K09,1,K11,0,0.5,0.8869565217
Leukoplakia of Tongue,K13.21,"Leukoplakia is like when your tongue decides to wear a white patch that doesn’t wipe off easily. Think of it as a mysterious spot on the surface of your tongue. These are white or gray patches formed by cells on your tongue's surface. They can appear for many reasons, like smoking or chewing tobacco, or sometimes even from an old habit of biting your cheek. While leukoplakia may seem strange, it doesn’t usually cause pain and often isn’t serious, but it’s like your tongue is waving a small flag, so keeping an eye on it is a good idea.",99,K13.21,K13.21,TRUE,TRUE,76.76,1,1,1,8.24,1.621645022,K13,K13,1,K13,1,1,1.621645022
Mucocele of Oral Mucosa,K11.6,"Think of a mucocele as a tiny bubble inside your mouth. It's not dangerous. It happens when something blocks a small gland that makes spit, like a clogged pipe. This makes a bump filled with liquid, like a little balloon. You might find one on the inside of your lips or the floor of your mouth. They don’t usually hurt, but you might notice them when you move your tongue or look in the mirror. Most of the time, these bumps disappear on their own, like when a bubble pops and goes away.",93,K11.6,K11.6,TRUE,TRUE,91.82,1,1,1,6.82,1.625575448,K11,K11,1,K11,1,1,1.625575448
Orbital Mass,H05.89,"An orbital mass is a lump near the eye, in a section called the orbit. If you think of your eye area as a small field, this lump is like a little hill that popped up. We do not always know why orbital masses appear. Sometimes, they are harmless and do not cause any problems. Other times they might need attention because the orbit holds important things—like the eye, muscles, nerves, and blood vessels. Doctors might suggest tests to learn more about the mass to understand its effect on these important parts and ensure everything is okay.",97,H05.89,H05.89,TRUE,TRUE,80.41,1,1,1,4.59,1.635778175,H05,H05,1,H05,1,1,1.635778175
Proptosis,H05.22,"Proptosis is when your eyes look like they are sticking out more than normal. This can happen because something behind the eyes is pushing them forward, like swelling or a mass. Sometimes, the cause can be linked to conditions like Graves' disease, which affects the thyroid. Imagine your eyes are like a button being pushed from behind. It is important to find out why this is happening, as it could be related to the muscles or other parts near your eyes. Doctors may need to explore the cause further to help manage the condition.",94,H05.22,H05.20,FALSE,TRUE,72.46,0,1,0.5,12.54,0.8147710487,H05,H05,1,H05,1,1,1.614771049
Optic Nerve Glioma,D33.3,"An optic nerve glioma is a slow-growing tumor found on the optic nerve, which connects the eyes to the brain. This growth is not typically fast, and it doesn't usually cause problems immediately. Sometimes, it can make vision blurry, similar to looking through dirty glasses. Doctors monitor these tumors regularly to ensure they don't change or cause issues. Think of it as checking on a garden to ensure it grows properly. By visiting the doctor, we make sure everything is going well with your eyes.",85,D33.3,D33.3,TRUE,TRUE,65.52,1,1,1,19.48,1.609765625,D33,D33,1,D33,1,1,1.609765625
Orbital Cellulitis,H05.01,"Orbital cellulitis is when the area around your eye gets red and puffy. This happens because germs cause an infection. Think of it like a small fight inside your skin. When your eye gets like this, it might hurt or feel sore. It can be hard to move your eye without feeling pain. This needs attention because it is serious. Your eye doctor can help you feel better. They have special medicine that helps fight the germs and make the swelling go away. Always tell your doctor if something feels wrong with your eye.",94,H05.01,H05.01,TRUE,TRUE,94.76,1,1,1,9.76,1.618587361,H05,H05,1,H05,1,1,1.618587361
