finding,ICD10_code,PFx,Word Count,PFx_ICD10_code,_0_agent_icd10_codes,_0_icd10_matches,_0_pfx_icd10_matches,_0_flesch,accuracy_agent_icd10,accuracy_pfx_icd10,accuracy,readability_difference,overall_score,GT_Trimmed,Agent_Trimmed,relaxed_accuracy_agent_icd10,pfx_icd10_trimmed,relaxed_accuracy_pfx_icd10,relaxed_accuracy,relaxed_overall_score
Salivary Gland Stone,K11.5,"A salivary gland stone, also known as a sialolith, is a small, hard deposit that forms in one of the salivary glands in your mouth. These stones can block the flow of saliva, which might cause swelling and pain, especially when eating. Most of the time, these stones are not serious and can be managed by drinking plenty of water, massaging the gland, or sucking on sour candies to increase saliva flow. If the stone is large or causing significant discomfort, a doctor might need to remove it.",88,K11.5,K11.5,TRUE,TRUE,74.53,1,1,1,10.47,1.617436792,K11,K11,1,K11,1,1,1.617436792
Pleomorphic Adenoma,D11.0,"A pleomorphic adenoma is a type of benign tumor that often occurs in the salivary glands, most commonly in the parotid gland near the jaw. It is usually discovered incidentally during imaging or examination for other reasons. Patients should know that these tumors are generally not cancerous and grow slowly. They typically do not cause symptoms unless they become large enough to affect nearby structures. If the tumor does cause discomfort or other issues, a doctor might suggest removing it surgically. Regular check-ups can help monitor the tumor to ensure it remains benign.",93,D11.0,D11.0,TRUE,TRUE,47.28,1,1,1,37.72,1.605165289,D11,D11,1,D11,1,1,1.605165289
Scalp Hematoma,S00.03XA,"A scalp hematoma is a collection of blood under the skin of the scalp, often caused by a bump or minor injury to the head. It might look like a lump or bruise and can be tender to touch. Most of the time, a scalp hematoma is not serious and will heal on its own without any treatment. You can use ice packs to reduce swelling and take over-the-counter pain relief if needed. If you notice any unusual symptoms like severe headache, dizziness, or changes in behavior, it's important to seek medical attention.",93,S00.03,S00.03XA,TRUE,FALSE,77.98,1,0,0.5,7.02,0.8249376559,S00,S00,1,S00,1,1,1.624937656
Mucosal Thickening in Sinuses,J32.9,"Mucosal thickening in the sinuses is a common finding on imaging tests like a CT scan. It means that the lining of your sinuses is a bit swollen, which can happen due to allergies, a cold, or sinus infections. Most of the time, this thickening doesn't cause any problems and might not even need treatment. However, if you have symptoms like a stuffy nose, facial pain, or pressure, it could be related to sinusitis. In such cases, treatments like nasal sprays, decongestants, or antihistamines might help relieve symptoms.",88,J32.9,J32.9,TRUE,TRUE,62.07,1,1,1,22.93,1.60835771,J32,J32,1,J32,1,1,1.60835771
Sinus Polyp,J33.8,"A sinus polyp is a small, non-cancerous growth that can form in the lining of your sinuses. These polyps are often found by accident when you have imaging done for other reasons. Most of the time, sinus polyps do not cause any problems and you might not even know they are there. However, if they grow larger, they can block your sinuses and cause symptoms like a stuffy nose, reduced sense of smell, or sinus infections. If you experience these symptoms, it might be helpful to talk to a doctor about possible treatments.",93,J33.0,J33.0,FALSE,FALSE,69.52,0,0,0,15.48,0.01213592233,J33,J33,1,J33,1,1,1.612135922
Mucosal Thickening in Maxillary Sinus,J32.0,"Mucosal thickening in the maxillary sinus is a common finding on imaging tests like a CT scan. It means that the lining of the sinus is a bit swollen, which can happen due to allergies, a cold, or sinus infection. Most of the time, this thickening doesn't cause any problems and might not even be noticeable. If you do have symptoms like a stuffy nose or facial pressure, it could be related to sinusitis, which is usually treatable with medications or other simple remedies.",84,J32.0,J32.0,TRUE,TRUE,58.62,1,1,1,26.38,1.607304602,J32,J32,1,J32,1,1,1.607304602
Frontal Sinus Retention Cyst,J34.1,"A frontal sinus retention cyst is a small, fluid-filled sac that can form in the sinus area above your eyes. It's often found by accident when you have an imaging test for something else. Most of the time, these cysts don't cause any problems and you might not even know it's there. They usually don't need any treatment. However, if you start to feel pressure or pain in your forehead, or if you have trouble breathing through your nose, you should let your doctor know. They can help decide if anything needs to be done.",95,J34.1,J34.1,TRUE,TRUE,80.82,1,1,1,4.18,1.638610039,J34,J34,1,J34,1,1,1.638610039
Ethmoid Sinusitis,J32.2,"Ethmoid sinusitis is an inflammation or infection of the ethmoid sinuses, which are small air-filled spaces located between your eyes. This condition can cause symptoms like nasal congestion, facial pain, and pressure around the eyes. It's often discovered when you have a scan for other reasons. Most of the time, ethmoid sinusitis can be managed with medications like decongestants or antibiotics if an infection is present. It's important to stay hydrated and use saline nasal sprays to help clear the sinuses. If symptoms persist, further evaluation may be needed.",89,J32.2,J32.2,TRUE,TRUE,56.45,1,1,1,28.55,1.60676819,J32,J32,1,J32,1,1,1.60676819
Maxillary Sinus Hypoplasia,Q30.8,"Maxillary sinus hypoplasia is when one or both of the air-filled spaces in your cheekbones, called maxillary sinuses, are smaller than usual. This is often found by accident when you have an X-ray or scan for something else. Most of the time, it doesn't cause any problems or symptoms. People with this condition usually don't need any treatment. However, if you experience symptoms like frequent sinus infections or facial pain, it might be helpful to talk to a doctor to see if anything needs to be done.",87,J34.89,Q30.8,TRUE,FALSE,62.27,1,0,0.5,22.73,0.80842815,Q30,Q30,1,J34,0,0.5,0.80842815
Skull Fracture,S02.0XXA,"A skull fracture is a break in one of the bones in your head. It can happen from a fall, a car accident, or a strong hit to the head. Sometimes, people with a skull fracture might have a headache, feel dizzy, or have a bump on their head. It's important to be careful and protect your head from further injury. If you notice any changes like confusion, vomiting, or if you feel very sleepy, it's important to get medical help right away. Most skull fractures heal on their own, but some might need special care.",96,S02.0,S02.0,FALSE,FALSE,80.62,0,0,0,4.38,0.03717472119,S02,S02,1,S02,1,1,1.637174721
Cranial Meningioma,D32.0,"A cranial meningioma is a type of tumor that forms on the membranes covering the brain and spinal cord just inside the skull. These tumors are usually benign, meaning they are not cancerous, and they often grow slowly. Many people with a meningioma do not experience any symptoms, and the tumor is often found by accident during imaging tests for other reasons. If the meningioma is small and not causing any problems, it might not need any treatment. However, if it grows or starts to cause symptoms like headaches or vision changes, a doctor might suggest treatment options.",98,D32.0,D32.0,TRUE,TRUE,68.5,1,1,1,16.5,1.611428571,D32,D32,1,D32,1,1,1.611428571
Fibrous Dysplasia of Skull,Q78.1,"Fibrous dysplasia of the skull is a condition where normal bone is replaced with fibrous tissue, leading to uneven growth or swelling. This is often found by accident during imaging tests for other reasons. Most of the time, it doesn't cause any symptoms and doesn't need treatment. However, if it starts causing problems like pain or changes in appearance, it might need to be looked at more closely. It's important to keep an eye on it to make sure it doesn't cause any issues as you grow.",87,Q78.1,Q78.1,TRUE,TRUE,70.73,1,1,1,14.27,1.613097577,Q78,Q78,1,Q78,1,1,1.613097577
Paget’s Disease of Skull,M88.0,"Paget’s disease of the skull is a condition where the bones in the skull become larger and weaker than normal. This is usually found by accident when doctors are looking at X-rays or scans for other reasons. Most people with Paget’s disease of the skull do not have any symptoms, but some might experience headaches or hearing problems. It is important to know that this condition is generally manageable, and treatments are available if needed to help with symptoms or to prevent complications.",83,M88.0,M88.0,TRUE,TRUE,58.82,1,1,1,26.18,1.607358352,M88,M88,1,M88,1,1,1.607358352
Hemangioma of Head,D18.01,"A hemangioma of the head is a benign growth made up of blood vessels. It is often found by chance during imaging tests. These growths are usually harmless and do not cause any symptoms. Most hemangiomas do not need treatment and will not affect your health. However, if the hemangioma grows or causes discomfort, it might need to be checked further. In rare cases, if it causes problems, a doctor might suggest treatments like medication or surgery to remove it.",80,D18.01,D18.01,TRUE,TRUE,74.9,1,1,1,10.1,1.618018018,D18,D18,1,D18,1,1,1.618018018
Lipoma of Face,D17.0,"A lipoma on the face is a soft, fatty lump that grows under the skin. It's usually harmless and often found by chance during a check-up or imaging test. Lipomas are not cancerous and typically don't cause any problems. They feel soft and can be moved slightly under the skin. Most people don't need treatment for a lipoma unless it becomes bothersome or changes in size. If it does, a doctor might suggest removing it. It's important to know that lipomas are common and generally not a cause for concern.",90,D17.0,D17.0,TRUE,TRUE,75.3,1,1,1,9.7,1.618691589,D17,D17,1,D17,1,1,1.618691589
